1, 12
2, 37
3, 18
4, 23
5, 28
6, 18
8, 15
10, 11
12, 20
14, 13
16, 13
18, 8
20, 7
22, 8
24, 7
26, 5
28, 7
30, 5
32, 6
34, 6
36, 4
38, 4
40, 6
42, 5
