10.1,0,0
12,0,0
14,0.4,1.264
16,2.1,61.624
18,2.1,61.624
20,2.6,203.944
22,2.8,260.874
24.1,2.3,118.559
26,2.6,203.948
28,1.8,27.17
30,2.8,260.874
32,2.8,260.874
34,2.4,147.022
36,2.8,260.874
38,2.1,61.633
40,2.4,147.022
42.1,2.5,175.485
