1, 36
2, 80
3, 67
4, 63
5, 61
6, 54
8, 49
10, 66
12, 35
14, 41
16, 31
18, 40
20, 44
22, 25
24, 28
26, 23
28, 18
30, 16
32, 19
34, 18
36, 16
38, 18
40, 14
42, 13
