14.1,1.5,18.165
16.0,2.0,33.17
18.0,2.4,147.026
19.9,1.9,30.169
21.9,3.0,317.81
23.8,2.6,203.954
25.8,1.9,30.169
27.7,2.0,33.17
29.7,2.1,61.634
31.6,2.4,147.026
33.6,2.4,147.026
