10,0,0
12,0,0
14,0.3,0.948
16.1,1.7,24.17
18.2,2.2,90.096
20.2,2.7,232.411
22.2,1.7,24.17
24.2,2.6,203.948
26.2,2.6,203.948
28.2,2,33.17
30.2,2.2,90.096
32.2,2.4,147.022
34.1,2.2,90.096
36.2,2.1,61.633
38.2,1.9,30.17
40.2,2.3,118.559
42.3,2.1,61.633
